date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-06-19,34.5,27.49,28.65,22.8,44,,87,67.4,66,45,22.7,20.7,20.2,17.7,46,11.75,24.5,3,62,27,102.41,102.29,102.26,102.1,100.35,100.24,100.2,100.05,24100,23500,21700,19300,,,,,0,10.7,23.6,21.6,18.6,0.5,0.5,0,,5:36:00,1718789760,5.6,21:02:00,1718845320,21.03,15.43,10,10,32,32,23,23,,,,,,7,6,5,3,,,,
2024-06-18,32.4,26,26.9,21.4,42,,100,75.4,78,56,23.2,21.2,20.7,18.2,23,13.46,14.5,6,64,33,102.16,101.96,101.94,101.72,100.1,99.91,99.89,99.68,24100,22962.5,15250,6400,,,,,0,8.9,21.9,19.9,16.9,8.2,8.2,0,,5:36:00,1718703360,5.6,21:02:00,1718758920,21.03,15.43,10,10,32,32,23,23,,,,,,8,4.6,4,0,,,,
2024-06-17,30.3,23.37,23,15.7,38,,83,64.4,67,51,21.5,16.3,15.2,8.9,40,13.54,20,0,53,23,101.71,101.59,101.6,101.48,99.66,99.53,99.55,99.43,24100,23900,21700,19300,,,,,0,5,18,16,13,0,0,0,,5:35:00,1718616900,5.58,21:02:00,1718672520,21.03,15.45,9,10,31,32,21,21,,,,,,7,3.9,4,1,,,,
2024-06-16,23.2,18.19,17.14,11.1,,,78,54.7,57.5,37,10.3,8.6,8.7,7.1,19,12,11.5,4,31,12,102.31,102.03,101.94,101.57,100.22,99.95,99.87,99.51,24100,24100,24100,24100,,,,,0.9,0,12.1,10.1,7.1,0,0,0,,5:35:00,1718530500,5.58,21:01:00,1718586060,21.02,15.43,9,9,23,23,17,17,,,,,,7,4.8,4.5,2,,,,
2024-06-15,22.6,17.33,17.64,12.7,,,83,55.9,56.5,30,10,8,6.9,3.8,21,13.71,12,3,40,35,102.22,102.05,101.96,101.69,100.14,99.97,99.88,99.62,24100,24100,24100,24100,,,,,0.4,0,12.6,10.6,7.6,0,0,0,,5:35:00,1718444100,5.58,21:01:00,1718499660,21.02,15.43,8,8,21,21,12,12,,,,,,7,1.8,3.5,0,,,,
2024-06-14,24,20.45,19.35,14.7,27,,77,56,59,41,16.6,11.2,11.4,6.3,28,20.29,20.5,13,42,34,101.69,101.27,101.28,100.86,99.62,99.22,99.23,98.83,24100,24100,24100,24100,,,,,0,1.4,14.3,12.3,9.3,0,0,0,,5:35:00,1718357700,5.58,21:01:00,1718413260,21.02,15.43,6,7,24,24,13,13,,,,,,7,2.7,3.5,0,,,,
2024-06-13,30.7,24.12,23.5,16.3,36,,84,57.8,62,40,19.6,15.1,15.4,11.2,37,18.88,18.5,0,64,22,101.26,100.92,100.94,100.62,99.2,98.88,98.89,98.59,24100,24100,24100,24100,,,,,0,5.5,18.5,16.5,13.5,0.7,0.7,0,,5:35:00,1718271300,5.58,21:00:00,1718326800,21,15.42,9,9,28,28,18,18,,,,,,8,5.8,5.5,3,,,,
2024-06-12,22.4,17.08,16.45,10.5,,,92,70,71.5,51,12.7,11.3,11.4,10.1,21,12.33,12,3,34,14,101.71,101.54,101.51,101.3,99.63,99.47,99.43,99.23,24100,24100,24100,24100,,,,,1.6,0,11.4,9.4,6.5,0,0,0,,5:35:00,1718184900,5.58,21:00:00,1718240400,21,15.42,7,7,23,23,16,16,,,,,,8,4.8,4.5,1,,,,
2024-06-11,18.7,13.72,14.6,10.5,,,84,70.2,71,58,11.1,8.4,8.6,6.1,17,11.83,8.5,0,,,101.68,101.54,101.49,101.29,99.6,99.46,99.4,99.21,24100,24100,24100,24100,,,,,3.4,0,9.6,7.6,4.6,0,0,0,,5:35:00,1718098500,5.58,20:59:00,1718153940,20.98,15.4,7,7,20,20,11,11,,,,,,8,6.2,4.5,1,,,,
2024-06-10,16.3,12.89,13.8,11.3,,,95,73.8,77,59,11.1,8.2,8.9,6.8,29,20.58,22.5,16,39,30,101.29,100.8,100.87,100.44,99.21,98.73,98.79,98.38,24100,24100,24100,24100,,,,,4.2,0,8.8,6.8,3.8,0,0,0,,5:36:00,1718012160,5.6,20:59:00,1718067540,20.98,15.38,6,6,17,17,10,10,,,,,,8,6.5,4,0,,,,
2024-06-09,19,14.77,14.8,10.6,,,100,78.9,78.5,57,13.1,10.9,10.7,8.2,39,20.67,23,7,53,31,100.62,100.44,100.45,100.28,98.57,98.39,98.39,98.22,24100,23900,21700,19300,,,,,3.2,0,9.8,7.8,4.8,2.8,2.8,0,,5:36:00,1717925760,5.6,20:58:00,1717981080,20.97,15.37,5,5,19,19,11,11,,,,,,8,5.5,5,2,,,,
2024-06-08,21.7,16.29,16.75,11.8,,,100,71.6,73.5,47,13.9,10.7,10.9,8,41,21.62,22.5,4,58,28,100.96,100.8,100.78,100.6,98.89,98.73,98.72,98.54,24100,23300,21700,19300,,,,,1.2,0,11.8,9.8,6.8,4.2,4.2,0,,5:36:00,1717839360,5.6,20:58:00,1717894680,20.97,15.37,7,7,22,22,13,13,,,,,,8,5.4,4.5,1,,,,
2024-06-07,19.4,16.46,16.6,13.8,,,95,75.5,78,61,15.1,12.1,12.8,10.4,34,19.88,23,12,52,29,100.67,100.25,100.33,100,98.61,98.21,98.29,97.97,24100,23500,16900,9700,,,,,1.4,0,11.6,9.6,6.6,3.9,3.9,0,,5:36:00,1717752960,5.6,20:57:00,1717808220,20.95,15.35,3,6,20,20,12,13,,,,,,8,6.9,4.5,1,,,,
2024-06-06,26.7,21.31,21.1,15.5,28,,100,68.8,68.5,37,19.9,14.4,14.4,9,37,18.21,20,3,59,23,100.16,99.95,99.99,99.82,98.13,97.92,97.97,97.8,24100,22166.7,16900,9700,,,,,0,3.1,16.1,14.1,11.1,0.8,0.8,0,,5:37:00,1717666620,5.62,20:56:00,1717721760,20.93,15.32,8,8,25,25,15,15,,,,,,8,5.4,4.5,1,,,,
2024-06-05,25.6,21.68,21.7,17.8,33,,100,77.3,84,68,20.8,17.5,17.8,14.7,20,11.21,12.5,5,39,21,101.08,100.63,100.63,100.18,99.03,98.6,98.59,98.15,24100,24100,24100,24100,,,,,0,3.7,16.7,14.7,11.7,3.2,3.2,0,,5:37:00,1717580220,5.62,20:56:00,1717635360,20.93,15.32,7,7,26,26,19,19,,,,,,8,5.8,4,0,,,,
2024-06-04,26.8,21.17,21.05,15.3,33,,99,75.8,79.5,60,19.1,16.5,16.8,14.5,15,8.83,9.5,4,,,101.53,101.33,101.33,101.13,99.47,99.27,99.28,99.08,24100,23233.3,20100,16100,,,,,0,3,16.1,14.1,11.1,0,0,0,,5:37:00,1717493820,5.62,20:55:00,1717548900,20.92,15.3,8,8,27,27,18,19,,,,,,8,4.8,4,0,,,,
2024-06-03,23.4,18.42,19.54,15.7,29,,100,90.8,85.5,71,20.3,16.8,17.9,15.5,14,7.5,7,0,,,101.61,101.45,101.47,101.33,99.53,99.38,99.4,99.27,24100,12558.3,12150,200,,,,,0,1.5,14.5,12.5,9.5,0,0,0,,5:38:00,1717407480,5.63,20:54:00,1717462440,20.9,15.27,5,7,24,24,16,16,,,,,,8,4.5,4,0,,,,
2024-06-02,18.2,16.21,16.3,14.4,,,100,82.8,74.5,49,17,12.9,11.7,6.3,12,6.75,6,0,,,101.64,101.52,101.53,101.42,99.58,99.45,99.47,99.35,24100,13041.7,12250,400,,,,,1.7,0,11.3,9.3,6.3,7,7,0,,5:38:00,1717321080,5.63,20:54:00,1717376040,20.9,15.27,3,6,20,20,15,16,,,,,,8,7.8,6.5,5,,,,
2024-06-01,24,18.12,17.55,11.1,,,69,50,49,29,12.6,7.2,8.2,3.7,18,10.21,9,0,,,102.31,102.09,102.02,101.74,100.23,100.01,99.95,99.67,24100,24100,24100,24100,,,,,0.4,0,12.6,10.6,7.5,0,0,0,,5:38:00,1717234680,5.63,20:53:00,1717289580,20.88,15.25,7,7,25,25,14,16,,,,,,8,5.4,4,0,,,,
2024-05-31,24.3,17.31,16.25,8.2,,,67,44.5,46.5,26,7.2,4.5,4.8,2.5,21,12.54,12,3,35,29,102.56,102.32,102.33,102.11,100.47,100.23,100.25,100.03,24100,24100,24100,24100,,,,,1.8,0,11.2,9.2,6.2,0,0,0,,5:39:00,1717148340,5.65,20:52:00,1717203120,20.87,15.22,7,7,25,25,12,12,,,,,,4,0.6,2,0,,,,
2024-05-30,18.9,13.99,13.39,7.9,,,77,48.6,54.5,32,4.7,2.8,2.5,0.2,32,18,22,12,41,31,102.23,102.11,102.06,101.89,100.14,100.02,99.97,99.8,24100,24100,24100,24100,,,,,4.6,0,8.4,6.4,3.4,0,0,0,,5:40:00,1717062000,5.67,20:51:00,1717116660,20.85,15.18,6,6,19,19,7,7,,,,,,2,0.6,1,0,,,,
2024-05-29,19.4,15.46,14.6,9.8,,,95,58.3,59.5,24,12.8,6.2,4.8,-3.2,30,19.12,19.5,9,44,33,101.86,101.6,101.58,101.3,99.77,99.52,99.5,99.23,24100,24100,24100,24100,,,,,3.4,0,9.6,7.6,4.6,0,0,0,,5:40:00,1716975600,5.67,20:50:00,1717030200,20.83,15.17,6,6,19,20,9,9,,,,,,7,4.6,3.5,0,,,,
2024-05-28,20.4,16.56,17.2,14,,,97,83.2,81.5,66,16.6,13.7,14.5,12.4,28,18.04,17.5,7,44,31,101.33,100.81,100.83,100.32,99.26,98.75,98.77,98.28,24100,23766.7,20100,16100,,,,,0.8,0,12.2,10.2,7.2,8.6,8.6,0,,5:41:00,1716889260,5.68,20:50:00,1716943800,20.83,15.15,3,3,20,20,12,12,,,,,,8,7.1,7,6,,,,
2024-05-27,25.1,18.95,20.25,15.4,31,,100,87,76.5,53,19.3,16.5,16.3,13.3,47,22.21,28.5,10,63,21,100.4,99.97,100.07,99.73,98.35,97.94,98.03,97.71,24100,19558.3,12850,1600,,,,,0,2.2,15.2,13.2,10.2,26,26,0,,5:41:00,1716802860,5.68,20:49:00,1716857340,20.82,15.13,4,4,24,24,14,14,,,,,,8,7,5.5,3,,,,
2024-05-26,22,17.19,16.85,11.7,,,100,75.1,72.5,45,14.2,12.3,11.7,9.2,34,14.42,17,0,51,10,101.45,101.17,100.92,100.4,99.38,99.11,98.87,98.36,24100,21270.8,12450,800,,,,,1.1,0,11.8,9.8,6.8,5.4,5.4,0,,5:42:00,1716716520,5.7,20:48:00,1716770880,20.8,15.1,8,8,23,23,17,17,,,,,,8,5,4,0,,,,
2024-05-25,20.1,15.02,16.05,12,,,100,80.5,81,62,15.5,11.6,11.3,7.1,18,9.62,9,0,32,10,101.23,101.08,101.04,100.85,99.15,99.02,98.97,98.78,24100,22966.7,16900,9700,,,,,2,0,11.1,9.1,6,6.4,6.4,0,,5:43:00,1716630180,5.72,20:47:00,1716684420,20.78,15.07,6,6,21,21,13,13,,,,,,8,5.2,4,0,,,,
2024-05-24,26.3,19.49,19.7,13.1,27,,68,49.2,50,32,10.4,8.3,7.7,5,35,18.33,21.5,8,50,30,101.21,101.12,101.12,101.04,99.15,99.07,99.07,98.99,24100,24100,24100,24100,,,,,0,1.7,14.7,12.7,9.7,0,0,0,,5:44:00,1716543840,5.73,20:46:00,1716597960,20.77,15.03,7,7,27,27,14,14,,,,,,3,1.1,1.5,0,,,,
2024-05-23,26.1,20.56,20.14,14.2,26,,77,49.2,54,31,11.2,9,8.7,6.2,31,20.04,21,11,46,24,101.3,101.12,101.14,100.98,99.25,99.07,99.1,98.94,24100,24100,24100,24100,,,,,0,2.1,15.1,13.1,10.1,0,0,0,,5:44:00,1716457440,5.73,20:45:00,1716511500,20.75,15.02,7,8,26,26,14,14,,,,,,8,3.2,4,0,,,,
2024-05-22,29.7,24.05,23.75,17.8,36,,90,67.6,70.5,51,19,17.5,15.8,12.6,36,19.62,21,6,58,21,100.97,100.71,100.72,100.47,98.93,98.68,98.69,98.44,24100,23900,21700,19300,,,,,0,5.8,18.8,16.8,13.8,0,0,0,,5:45:00,1716371100,5.75,20:44:00,1716425040,20.73,14.98,9,9,28,28,15,16,,,,,,7,3.6,3.5,0,,,,
2024-05-21,29.7,22.74,23.4,17.1,33,,94,68.5,68.5,43,17.8,16.3,15.8,13.8,38,13.42,19,0,55,25,101.22,101.04,101.07,100.92,99.16,99,99.02,98.88,24100,23900,21700,19300,,,,,0,5.4,18.4,16.4,13.4,0,0,0,,5:46:00,1716284760,5.77,20:43:00,1716338580,20.72,14.95,8,8,27,28,17,20,,,,,,8,4.5,4,0,,,,
2024-05-20,27.8,20.99,21.4,15,32,,97,63.5,68,39,18.4,13.3,12.8,7.3,25,9,12.5,0,53,27,101.59,101.4,101.38,101.17,99.53,99.34,99.33,99.12,24100,23900,21700,19300,,,,,0,3.4,16.4,14.4,11.4,0.8,0.8,0,,5:47:00,1716198420,5.78,20:42:00,1716252120,20.7,14.92,8,8,25,25,19,19,,,,,,8,4.3,4,0,,,,
2024-05-19,23.9,18.05,18,12.1,28,,100,81.9,78,56,16.3,14.6,14.4,12.5,17,8.12,10,3,,,101.61,101.47,101.49,101.36,99.53,99.4,99.41,99.29,24100,16962.5,14450,4800,,,,,0,0,13,11,8,0,0,0,,5:48:00,1716112080,5.8,20:41:00,1716165660,20.68,14.88,8,8,24,24,14,14,,,,,,7,2,3.5,0,,,,
2024-05-18,21.1,17.25,17.1,13.1,25,,100,89.8,85,70,16.5,15.5,15.3,14.2,15,10.25,7.5,0,,,101.44,101.32,101.26,101.08,99.37,99.25,99.19,99.02,24100,18283.3,13650,3200,,,,,0.9,0,12.1,10.1,7.1,0,0,0,,5:49:00,1716025740,5.82,20:40:00,1716079200,20.67,14.85,5,7,22,22,14,14,,,,,,8,5.2,4,0,,,,
2024-05-17,19.2,16.55,16.89,14.6,,,100,91.4,87.5,75,17.7,15.1,15.8,13.9,17,7.38,10,3,29,10,101.21,101.14,101.11,101.01,99.15,99.07,99.05,98.95,24100,20562.5,14450,4800,,,,,1.1,0,11.9,9.9,6.9,3.4,3.4,0,,5:50:00,1715939400,5.83,20:39:00,1715992740,20.65,14.82,6,6,20,20,15,16,,,,,,8,7.1,6,4,,,,
2024-05-16,21,16.6,15.7,10.4,,,97,71.8,74.5,52,14.7,11.2,10.9,7.1,16,9.92,9.5,3,,,101.21,101.13,101.13,101.05,99.15,99.06,99.07,98.98,24100,23300,21700,19300,,,,,2.3,0,10.7,8.7,5.7,0,0,0,,5:51:00,1715853060,5.85,20:38:00,1715906280,20.63,14.78,6,7,22,22,13,14,,,,,,6,2.4,3,0,,,,
2024-05-15,20.3,15.49,15.85,11.4,,,96,72.5,80.5,65,14,10.6,9.8,5.7,17,9.83,10,3,,,101.11,101.01,101.01,100.92,99.04,98.94,98.94,98.85,24100,23500,21700,19300,,,,,2.1,0,10.8,8.8,5.8,0,0,0,,5:52:00,1715766720,5.87,20:37:00,1715819820,20.62,14.75,7,7,21,23,13,13,,,,,,8,6.3,4.5,1,,,,
2024-05-14,20.3,16.27,15.9,11.5,,,98,74.8,71.5,45,15.3,11.5,10.9,6.5,22,11.12,12.5,3,30,0,101.11,101.03,100.98,100.85,99.05,98.97,98.93,98.8,24100,22500,21700,19300,,,,,2.1,0,10.9,8.9,5.9,0.3,0.3,0,,5:53:00,1715680380,5.88,20:36:00,1715733360,20.6,14.72,6,6,20,20,13,13,,,,,,8,6.2,5.5,3,,,,
2024-05-13,24.5,16.6,17.5,10.5,26,,89,68,63,37,13.8,10.5,9.6,5.4,28,12.67,14,0,44,21,101.22,100.96,100.97,100.72,99.15,98.9,98.91,98.66,24100,24100,24100,24100,,,,,0.5,0,12.5,10.5,7.5,0.9,0.9,0,,5:54:00,1715594040,5.9,20:35:00,1715646900,20.58,14.68,6,6,22,23,13,13,,,,,,8,6.3,4.5,1,,,,
2024-05-12,19,13.91,14.35,9.7,,,98,72.3,71.5,45,9.7,8.6,7.9,6.1,24,14.67,16.5,9,34,33,101.22,101.02,100.9,100.59,99.15,98.94,98.83,98.52,24100,24100,24100,24100,,,,,3.6,0,9.3,7.3,4.3,0,0,0,,5:55:00,1715507700,5.92,20:33:00,1715560380,20.55,14.63,5,5,17,17,10,11,,,,,,8,6.7,5.5,3,,,,
2024-05-11,16,11.41,12.35,8.7,,,97,77.2,68.5,40,9.5,7.3,4.2,-1.2,21,12.75,12,3,41,21,100.88,100.61,100.67,100.47,98.81,98.54,98.61,98.4,24100,23900,21700,19300,,,,,5.7,0,7.3,5.3,2.4,0.6,0.6,0,,5:56:00,1715421360,5.93,20:32:00,1715473920,20.53,14.6,4,4,13,16,10,10,,,,,,8,7.3,6,4,,,,
2024-05-10,16.5,13.36,13.45,10.4,,,71,51.8,50,29,6.9,3,2,-3,16,10.75,11,6,,,101,100.94,100.93,100.86,98.92,98.87,98.86,98.79,24100,24100,24100,24100,,,,,4.5,0,8.4,6.5,3.5,0,0,0,,5:57:00,1715335020,5.95,20:31:00,1715387460,20.52,14.57,5,5,16,16,7,7,,,,,,8,7,6.5,5,,,,
2024-05-09,16.7,12.23,12.25,7.8,,,100,67.9,69,38,9.1,5.7,4.2,-0.6,18,11,11,4,,,101.15,101.01,101.03,100.92,99.07,98.94,98.95,98.84,24100,24100,24100,24100,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,5:58:00,1715248680,5.97,20:30:00,1715301000,20.5,14.53,6,7,14,15,10,11,,,,,,8,4.9,4,0,,,,
2024-05-08,20.3,14.61,14.85,9.4,,,97,75,75.5,54,13.4,10,10.8,8.2,48,24.46,24,0,72,27,101.03,100.3,100.49,99.96,98.96,98.24,98.44,97.92,24100,23900,21700,19300,,,,,3.1,0,9.8,7.8,4.8,1,1,0,,6:00:00,1715162400,6,20:29:00,1715214540,20.48,14.48,6,6,22,22,9,9,,,,,,8,5.9,5,2,,,,
2024-05-07,20.4,14.62,13.8,7.2,,,86,50.4,60,34,8.9,4,5,1.2,21,13.04,14,7,38,11,101.38,100.95,100.86,100.33,99.3,98.88,98.78,98.27,24100,24100,24100,24100,,,,,4.2,0,8.8,6.8,3.8,16.8,16.8,0,,6:01:00,1715076060,6.02,20:28:00,1715128080,20.47,14.45,8,8,19,19,13,13,,,,,,8,3.8,4,0,,,,
2024-05-06,19.9,13.81,14.1,8.3,,,78,48.8,54.5,31,8.2,2.9,4.5,0.7,23,17.33,16.5,10,32,33,101.85,101.64,101.61,101.38,99.76,99.55,99.53,99.3,24100,24100,24100,24100,,,,,3.9,0,9.1,7.1,4.1,0,0,0,,6:02:00,1714989720,6.03,20:27:00,1715041620,20.45,14.42,7,7,20,20,8,8,,,,,,6,3.6,3,0,,,,
2024-05-05,19.4,14,14.85,10.3,,,100,91,88.5,77,15.8,12.5,12.6,9.3,16,10.33,10,4,,,101.7,101.5,101.54,101.39,99.61,99.42,99.46,99.31,24100,14337.5,12450,800,,,,,3.1,0,9.8,7.8,4.8,3.5,3.5,0,,6:03:00,1714903380,6.05,20:26:00,1714955160,20.43,14.38,3,3,19,19,7,7,,,,,,8,6.9,5,2,,,,
2024-05-04,21.3,16.43,16.95,12.6,,,93,76.5,77,61,14.7,12.1,12.2,9.8,21,12.92,12,3,35,9,102.05,101.84,101.83,101.6,99.96,99.75,99.74,99.52,24100,24100,24100,24100,,,,,1.1,0,11.9,9.9,7,0,0,0,,6:05:00,1714817100,6.08,20:24:00,1714868640,20.4,14.32,8,8,21,21,12,13,,,,,,8,6.2,5.5,3,,,,
2024-05-03,16.6,13.97,13.75,10.9,,,92,75.7,76,60,12.6,9.7,9.8,6.9,21,10.75,12.5,4,36,8,101.94,101.76,101.77,101.6,99.85,99.68,99.68,99.52,24100,23366.7,20100,16100,,,,,4.2,0,8.8,6.8,3.8,3.1,3.1,0,,6:06:00,1714730760,6.1,20:23:00,1714782180,20.38,14.28,5,7,17,17,13,14,,,,,,8,5.9,4,0,,,,
2024-05-02,20.5,14.59,15.3,10.1,,,79,63.8,64,49,9.1,7.7,7.5,6,22,11.79,12.5,3,37,32,101.86,101.63,101.53,101.21,99.77,99.54,99.45,99.13,24100,24100,24100,24100,,,,,2.7,0,10.3,8.3,5.3,0,0,0,,6:08:00,1714644480,6.13,20:22:00,1714695720,20.37,14.23,8,8,21,21,9,9,,,,,,4,1.6,2,0,,,,
2024-05-01,16.8,11.45,11.75,6.7,,,100,85.5,83,66,11.1,8.9,9,6.9,25,11.42,12.5,0,38,36,101.52,101.24,101.22,100.93,99.43,99.15,99.14,98.85,24100,14112.5,12150,200,,,,,6.2,0,6.8,4.8,1.8,0,0,0,,6:09:00,1714558140,6.15,20:21:00,1714609260,20.35,14.2,7,7,18,18,10,12,,,,,,7,3.3,3.5,0,,,,
2024-04-30,16.2,11.46,12.3,8.4,,,100,90.8,87.5,75,12.4,9.9,9.8,7.3,11,6.96,7,3,,,101.31,101.22,101.2,101.1,99.22,99.13,99.12,99.02,24100,16095.8,12150,200,,,,,5.7,0,7.3,5.3,2.3,3.2,3.2,0,,6:10:00,1714471800,6.17,20:20:00,1714522800,20.33,14.17,5,5,14,14,9,9,,,,,,8,6.9,5.5,3,,,,
2024-04-29,12.5,10.43,10.75,9,,,100,86.7,90,80,12.1,8.3,9.3,6.5,27,16.79,16,5,48,27,101.88,101.62,101.57,101.26,99.78,99.53,99.47,99.17,24100,22300,16900,9700,,,,,7.2,0,5.8,3.8,0.8,12.5,12.5,0,,6:12:00,1714385520,6.2,20:19:00,1714436340,20.32,14.12,6,6,12,12,10,10,,,,,,8,7.9,7.5,7,,,,
2024-04-28,22.1,15.72,16.3,10.5,27,,100,86.4,87.5,75,19.2,13.4,14.2,9.1,29,15.58,18,7,41,24,101.82,101.65,101.66,101.5,99.74,99.57,99.58,99.41,24100,23033.3,20100,16100,,,,,1.7,0,11.3,9.3,6.3,5,5,0,,6:13:00,1714299180,6.22,20:17:00,1714349820,20.28,14.07,3,6,22,22,11,12,,,,,,8,5.9,4.5,1,,,,
2024-04-27,14.3,10.27,10.6,6.9,,,100,83,71,42,12.5,7.3,4.7,-3.1,16,10.5,11,6,,,102.42,102,101.99,101.57,100.31,99.89,99.89,99.48,24100,20566.7,16100,8100,,,,,7.4,0,5.6,3.6,0.6,6.4,6.4,0,,6:15:00,1714212900,6.25,20:16:00,1714263360,20.27,14.02,2,2,15,15,12,12,,,,,,8,6.2,4.5,1,,,,
2024-04-26,12.7,7.39,6.05,-0.6,,,69,40,47.5,26,-3.8,-6.2,-6.5,-9.3,25,14.88,12.5,0,42,10,103.09,102.89,102.74,102.39,100.94,100.74,100.61,100.28,24100,24100,24100,24100,,,,,11.9,0,1.1,0,0,0,0,0,,6:16:00,1714126560,6.27,20:15:00,1714176900,20.25,13.98,5,5,11,11,7,7,,,,,,8,3.2,4,0,,,,
2024-04-25,8.4,3.54,3.2,-2,,-5,69,51.8,52,35,-2.4,-5.7,-5.3,-8.2,20,12.21,10,0,,,103.12,102.92,102.9,102.68,100.95,100.76,100.73,100.52,24100,24100,24100,24100,,,,,14.8,0,0,0,0,0,0,0,,6:18:00,1714040280,6.3,20:14:00,1714090440,20.23,13.93,5,5,9,9,-1,0,,,,,,1,0.1,0.5,0,,,,
2024-04-24,9.6,6.48,5.05,0.5,,,92,64.1,60.5,29,7.3,-0.6,-0.9,-9.1,33,21.75,21.5,10,48,34,102.62,101.69,101.69,100.75,100.46,99.58,99.57,98.68,24100,24100,24100,24100,,,,,12.9,0,0,0,0,0,0,0,,6:19:00,1713953940,6.32,20:13:00,1714003980,20.22,13.9,4,4,9,9,-1,-1,,,,,,8,4.8,4,0,,,,
2024-04-23,16.9,11.81,12.39,7.9,,,85,55.8,60,35,8.1,2.8,3.2,-1.6,42,22.62,25,8,70,22,101.56,101.03,101.11,100.67,99.46,98.95,99.03,98.6,24100,23900,21700,19300,,,,,5.6,0,7.4,5.4,2.4,0.4,0.4,0,,6:21:00,1713867660,6.35,20:11:00,1713917460,20.18,13.83,3,5,16,16,5,6,,,,,,8,7.3,6,4,,,,
2024-04-22,14.3,7.22,6.45,-1.4,,,68,49.4,50.5,33,0.8,-3.1,-3,-6.9,24,13.54,12,0,36,16,102.03,101.79,101.79,101.56,99.89,99.67,99.67,99.46,24100,24100,24100,24100,,,,,11.6,0,1.4,0,0,0,0,0,,6:22:00,1713781320,6.37,20:10:00,1713831000,20.17,13.8,5,5,13,13,7,8,,,,,,3,0.9,1.5,0,,,,
2024-04-21,10.2,5.87,5.8,1.4,,,72,53.8,55,38,-1.3,-3.1,-3,-4.7,41,21.42,25.5,10,53,29,101.75,101.62,101.61,101.47,99.62,99.5,99.49,99.36,24100,24100,24100,24100,,,,,12.2,0,0.8,0,0,0,0,0,,6:24:00,1713695040,6.4,20:09:00,1713744540,20.15,13.75,4,4,11,11,-1,1,,,,,,8,5.7,4,0,,,,
2024-04-20,8,5.53,5.55,3.1,,,71,58.1,59.5,48,-0.2,-2.1,-2.2,-4.2,35,20.46,19.5,4,56,28,101.88,101.61,101.58,101.29,99.75,99.5,99.47,99.2,24100,24100,24100,24100,,,,,12.4,0,0.6,0,0,0,0,0,,6:25:00,1713608700,6.42,20:08:00,1713658080,20.13,13.72,3,4,9,9,0,1,,,,,,8,6.8,5,2,,,,
2024-04-19,15.2,10.11,10,4.8,,,100,73.9,71.5,43,10.2,5.1,4.3,-1.6,39,18.92,22,5,55,27,101.71,101.24,101.29,100.88,99.61,99.15,99.21,98.8,24100,21562.5,15250,6400,,,,,8,0,5,3,0,1.4,1.4,0,,6:27:00,1713522420,6.45,20:07:00,1713571620,20.12,13.67,4,4,15,15,3,3,,,,,,8,5.8,5,2,,,,
2024-04-18,13.9,10.03,10.5,7.1,,,100,84.2,84.5,69,9.8,7.3,7.8,5.8,28,12.25,15.5,3,46,27,101.77,101.47,101.38,101,99.67,99.37,99.28,98.9,24100,19358.3,14450,4800,,,,,7.5,0,5.5,3.5,0.5,0,0,0,,6:29:00,1713436140,6.48,20:06:00,1713485160,20.1,13.62,3,4,17,17,6,8,,,,,,8,7.6,7,6,,,,
2024-04-17,8.9,6.96,6.85,4.8,,,100,81,72,44,7.6,3.6,2.3,-3,41,21.08,23.5,6,61,8,102.1,101.5,101.5,100.9,99.99,99.4,99.39,98.8,24100,20700,16900,9700,,,,,11.2,0,1.8,0,0,12.7,12.7,0,,6:30:00,1713349800,6.5,20:04:00,1713398640,20.07,13.57,4,4,10,10,9,9,,,,,,8,7.8,7.5,7,,,,
