date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-11-27,4.9,1.7,1.75,-1.4,,-6,77,66.9,65,53,-2.3,-3.9,-3.9,-5.5,27,16.12,16.5,6,36,27,101.62,101.41,101.36,101.09,99.48,99.28,99.23,98.97,24100,24100,24100,24100,,,,,16.2,0,0,0,0,0,,,,7:27:00,1732710420,7.45,16:43:00,1732743780,16.72,9.27,1,1,4,5,-1,0,,,,,,8,5.5,4.5,1,,,,
2024-11-26,7.2,5.22,4.55,1.9,,,100,81.5,80.5,61,7.2,2.2,1.3,-4.6,43,22.96,23.5,4,59,26,101.38,101.03,101,100.62,99.25,98.93,98.88,98.52,24100,20200,13050,2000,,,,,13.4,0,0,0,0,4.4,4.4,0,,7:26:00,1732623960,7.43,16:44:00,1732657440,16.73,9.3,1,1,7,7,0,0,,,,,,8,7,6,4,,,,
2024-11-25,6.6,3.23,2.15,-2.3,,-4,100,85.7,85.5,71,6.5,1,1.7,-3.1,19,11.46,11.5,4,27,8,101.9,101.54,101.35,100.8,99.75,99.41,99.22,98.7,24100,22300,16900,9700,,,,,15.8,0,0,0,0,1.2,1.2,0,,7:25:00,1732537500,7.42,16:44:00,1732571040,16.73,9.32,1,1,6,6,4,4,,,,,,8,6.8,5.5,3,,,,
2024-11-24,7.3,3.45,3.45,-0.4,,,95,80,77.5,60,1.4,0.2,0,-1.4,28,16.54,17,6,42,31,101.84,101.45,101.48,101.12,99.7,99.33,99.36,99.01,24100,24100,24100,24100,,,,,14.6,0,0,0,0,0,0,0,,7:24:00,1732451040,7.4,16:45:00,1732484700,16.75,9.35,1,1,7,7,-1,0,,,,,,8,4.8,4.5,1,,,,
2024-11-23,9.4,5.19,5.55,1.7,,,100,85.8,82,64,5.9,2.8,3.4,0.8,37,18.58,21,5,53,29,101.11,100.81,100.78,100.45,99,98.71,98.68,98.36,24100,24100,24100,24100,,,,,12.4,0,0.6,0,0,0,0,0,,7:23:00,1732364580,7.38,16:45:00,1732398300,16.75,9.37,1,1,9,9,2,4,,,,,,8,5.7,5,2,,,,
2024-11-22,7,5.32,5.4,3.8,,,100,93.5,92,84,6,4.4,4.4,2.8,32,23.67,24,16,43,34,100.45,100.08,100.14,99.83,98.35,97.99,98.05,97.75,24100,20595.8,14050,4000,,,,,12.6,0,0.4,0,0,1.7,1.7,0,,7:21:00,1732278060,7.35,16:46:00,1732311960,16.77,9.42,1,1,8,8,3,6,,,,,,8,7,4.5,1,,,,
2024-11-21,5.4,3.91,3.55,1.7,,,99,86.6,84,69,3.2,1.8,1.6,-0.1,19,9.33,11.5,4,32,31,100.45,100.31,100.33,100.22,98.35,98.22,98.24,98.13,24100,24100,24100,24100,,,,,14.4,0,0,0,0,0,0,0,,7:20:00,1732191600,7.33,16:47:00,1732225620,16.78,9.45,1,1,6,6,4,5,,,,,,8,7,4.5,1,,,,
2024-11-20,9.4,7.8,6.7,4,,,100,99.4,97.5,95,9,7.7,6.5,4,38,14.17,19,0,59,25,100.82,100.48,100.36,99.9,98.73,98.39,98.28,97.83,24100,13645.8,12450,800,,,,,11.3,0,1.7,0,0,16.6,16.6,0,,7:19:00,1732105140,7.32,16:47:00,1732139220,16.78,9.47,1,1,11,11,2,2,,,,,,8,7.7,6,4,,,,
2024-11-19,10.3,7.1,6.15,2,,,99,91,87,75,8.3,5.7,5.3,2.3,24,14.92,14,4,39,8,101.66,101.26,101.24,100.82,99.55,99.16,99.14,98.73,24100,23166.7,20100,16100,,,,,11.8,0,1.1,0,0,0.5,0.5,0,,7:18:00,1732018680,7.3,16:48:00,1732052880,16.8,9.5,1,1,10,10,7,8,,,,,,8,7.1,6.5,5,,,,
2024-11-18,13.8,8.6,8.25,2.7,,,100,78.2,72.5,45,9.5,4.5,5.4,1.3,23,12.79,13.5,4,35,31,101.69,101.45,101.41,101.13,99.57,99.35,99.31,99.04,24100,23233.3,20100,16100,,,,,9.8,0,3.2,1.2,0,0,0,0,,7:17:00,1731932220,7.28,16:49:00,1731966540,16.82,9.53,2,2,13,13,3,4,,,,,,8,2.7,4,0,,,,
2024-11-17,11,7.15,5.7,0.4,,,100,86.5,85.5,71,9.7,5,5.4,1.1,23,9.25,11.5,0,37,21,102.11,101.64,101.58,101.06,99.97,99.52,99.47,98.97,24100,23900,21700,19300,,,,,12.3,0,0.7,0,0,0,0,0,,7:15:00,1731845700,7.25,16:50:00,1731880200,16.83,9.58,2,2,10,10,6,8,,,,,,8,7.3,4.5,1,,,,
2024-11-16,9.1,6.32,5.55,2,,,93,78.6,81,69,3.8,2.8,2.8,1.7,25,13.83,14.5,4,36,32,102.11,101.99,101.9,101.69,99.98,99.86,99.78,99.58,24100,24100,24100,24100,,,,,12.4,0,0.6,0,0,0,0,0,,7:14:00,1731759240,7.23,16:51:00,1731793860,16.85,9.62,2,2,11,11,1,2,,,,,,8,5.5,4,0,,,,
2024-11-15,7.9,6.83,6.55,5.2,,,100,91.5,88.5,77,7.4,5.5,4.8,2.3,26,10.42,13,0,42,32,101.71,101.64,101.61,101.5,99.6,99.53,99.49,99.39,24100,20700,18500,12900,,,,,11.4,0,1.6,0,0,0,0,0,,7:13:00,1731672780,7.22,16:52:00,1731707520,16.87,9.65,1,1,9,9,4,4,,,,,,8,7.6,6,4,,,,
2024-11-14,9.3,7.4,7.4,5.5,,,100,62,70,40,6,0,1,-4.1,27,18.46,17,7,43,10,102.29,101.74,101.88,101.46,100.17,99.62,99.76,99.36,24100,23566.7,20100,16100,,,,,10.6,0,2.4,0.4,0,1.8,1.8,0,,7:11:00,1731586260,7.18,16:52:00,1731621120,16.87,9.68,2,2,8,10,5,5,,,,,,8,7.7,7,6,,,,
2024-11-13,7.8,3.53,3.09,-1.6,,-5,84,74.7,72.5,61,1.5,-0.6,-1.2,-3.8,30,18.67,18.5,7,51,11,103.48,103.1,102.94,102.39,101.3,100.93,100.78,100.25,24100,24100,24100,24100,,,,,14.9,0,0,0,0,0,0,0,,7:10:00,1731499800,7.17,16:53:00,1731534780,16.88,9.72,2,2,7,7,5,6,,,,,,8,6,4,0,,,,
2024-11-12,7,3.19,3,-1,,-3,75,67.1,63.5,52,-0.6,-2.5,-2.3,-4,35,22.62,21.5,8,54,36,103.26,102.7,102.42,101.59,101.09,100.55,100.28,99.48,24100,24100,24100,24100,,,,,15,0,0,0,0,0,0,0,,7:09:00,1731413340,7.15,16:54:00,1731448440,16.9,9.75,2,2,6,6,-3,-2,,,,,,3,1,1.5,0,,,,
2024-11-11,12.2,9.61,7.69,3.2,,,91,81.4,80.5,70,9.8,6.6,5,0.2,46,28.54,32,18,72,31,101.37,100.51,100.8,100.23,99.27,98.43,98.72,98.16,24100,23300,16900,9700,,,,,10.3,0,2.7,0.7,0,1.8,1.8,0,,7:07:00,1731326820,7.12,16:55:00,1731362100,16.92,9.8,2,2,12,13,1,1,,,,,,8,7.1,6,4,,,,
2024-11-10,13.1,8.62,8.55,4,,,100,89.5,85,70,12.9,6.9,7.2,1.6,30,9.79,15,0,63,27,102.37,101.29,101.28,100.18,100.23,99.19,99.17,98.11,24100,17250,12450,800,,,,,9.4,0,3.5,1.6,0,10.5,10.5,0,,7:06:00,1731240360,7.1,16:56:00,1731275760,16.93,9.83,2,2,13,13,10,10,,,,,,8,7.4,6.5,5,,,,
2024-11-09,8.4,4.35,4,-0.4,,-3,81,60.8,62,43,2,-2.8,-1.6,-5.2,18,8.5,11,4,,,103.16,102.88,102.8,102.43,101,100.72,100.64,100.29,24100,24100,24100,24100,,,,,14,0,0,0,0,0,0,0,,7:05:00,1731153900,7.08,16:58:00,1731189480,16.97,9.88,3,3,8,8,2,5,,,,,,6,1.8,3,0,,,,
2024-11-08,13.6,8.62,8.44,3.3,,,92,66.2,68.5,45,6,2.3,0.8,-4.3,44,24,27,10,60,30,102.69,101.87,102.09,101.48,100.55,99.76,99.97,99.38,24100,24100,24100,24100,,,,,9.6,0,3.4,1.4,0,0,0,0,,7:03:00,1731067380,7.05,16:59:00,1731103140,16.98,9.93,2,2,14,14,0,0,,,,,,8,3.2,4,0,,,,
2024-11-07,13.9,10.25,10.15,6.4,,,100,67.6,74,48,9.3,4.2,5.7,2.1,27,17.75,18.5,10,40,34,102.39,102.08,102.08,101.78,100.28,99.98,99.97,99.67,24100,23766.7,20100,16100,,,,,7.8,0,5.2,3.1,0.2,0,0,0,,7:02:00,1730980920,7.03,17:00:00,1731016800,17,9.97,2,2,14,14,7,7,,,,,,8,2.8,4,0,,,,
2024-11-06,20.9,17.02,16.25,11.6,25,,100,74.4,79,58,17.8,12.3,12.9,8,36,20.75,24,12,53,25,101.79,101.31,101.28,100.77,99.71,99.25,99.22,98.73,24100,23900,21700,19300,,,,,1.8,0,11.2,9.2,6.2,0.6,0.6,0,,7:01:00,1730894460,7.02,17:01:00,1730930460,17.02,10,2,2,20,20,8,9,,,,,,8,7.1,6,4,,,,
2024-11-05,24.3,19.18,19.7,15.1,27,,75,64.2,65.5,56,14.3,12.3,11.7,9.1,41,17.83,24,7,62,22,101.52,101.22,101.17,100.82,99.44,99.15,99.11,98.77,24100,24100,24100,24100,,,,,0,1.7,14.7,12.7,9.7,0,0,0,,7:00:00,1730808000,7,17:02:00,1730844120,17.03,10.03,3,3,23,23,16,18,,,,,,8,6,5,2,,,,
2024-11-04,17.1,12.49,13.25,9.4,,,76,65.3,66,56,9.8,6.2,5.8,1.8,26,13.5,16.5,7,42,10,102.7,101.99,102.11,101.51,100.58,99.89,100.01,99.43,24100,24100,24100,24100,,,,,4.8,0,8.2,6.2,3.2,0,0,0,,6:58:00,1730721480,6.97,17:03:00,1730757780,17.05,10.08,2,2,15,15,14,15,,,,,,8,7.6,7.5,7,,,,
2024-11-03,10.1,6.14,5.09,0.1,,,88,73,70.5,53,5.7,1.5,2,-1.7,20,11.76,11.5,3,36,10,103.29,103.08,102.99,102.69,101.12,100.93,100.85,100.57,24100,24100,24100,24100,,,,,12.9,0,0.1,0,0,0,0,0,,6:57:00,1730635020,6.95,17:05:00,1730671500,17.08,10.13,,,10,10,7,7,,,,,,8,4.6,4,0,,,,
2024-11-02,9.1,4.79,4.95,0.8,,,81,71.5,66.5,52,1.4,0,0.1,-1.2,19,9.04,11,3,,,103.17,103.03,102.93,102.7,101.01,100.88,100.78,100.56,24100,24100,24100,24100,,,,,13.1,0,0,0,0,0,0,0,,7:56:00,1730548560,7.93,18:06:00,1730585160,18.1,10.17,3,3,10,10,0,0,,,,,,7,3.9,4,1,,,,
2024-11-01,16.3,10.1,9.65,3,,,90,69.8,73.5,57,15.2,4.8,7.4,-0.4,43,29.12,29.5,16,64,27,102.65,101.72,101.71,100.77,100.51,99.63,99.62,98.72,24100,24100,24100,24100,,,,,8.3,0,4.7,2.6,0,0,0,0,,7:54:00,1730462040,7.9,18:07:00,1730498820,18.12,10.22,2,3,10,12,1,4,,,,,,8,5.5,4.5,1,,,,
2024-10-31,22.8,19.43,19.14,15.5,27,,100,75.8,83,66,17.9,15,15.4,13,39,24.12,24.5,10,61,21,101.63,101.16,101.18,100.73,99.57,99.11,99.12,98.68,24100,23700,21700,19300,,,,,0,1.1,14.1,12.1,9.1,0.5,0.5,0,,7:53:00,1730375580,7.88,18:09:00,1730412540,18.15,10.27,2,3,24,24,8,9,,,,,,8,6,4,0,,,,
2024-10-30,23.1,18.62,18.6,14.1,27,,100,79.5,82,64,16,14.8,14.9,13.9,37,22.04,22.5,8,55,23,101.99,101.81,101.81,101.64,99.9,99.73,99.74,99.57,24100,21900,20100,16100,,,,,0,0.6,13.6,11.6,8.6,0,0,0,,7:52:00,1730289120,7.87,18:10:00,1730326200,18.17,10.3,3,3,22,22,15,16,,,,,,8,5.6,5,2,,,,
2024-10-29,14.7,9.61,8.9,3.1,,,100,96.8,94.5,89,14,9.1,8.1,2.1,18,8.54,11,4,,,102.47,102.04,102.1,101.72,100.33,99.93,99.97,99.61,24100,16758.3,13650,3200,,,,,9.1,0,3.9,1.9,0,13.8,13.8,0,,7:50:00,1730202600,7.83,18:11:00,1730239860,18.18,10.35,1,1,17,17,14,16,,,,,,8,5.5,4.5,1,,,,
2024-10-28,10,7.7,7.1,4.2,,,96,80.5,71,46,7.5,4.3,2.8,-1.8,23,13.62,11.5,0,36,11,103.02,102.77,102.75,102.49,100.87,100.63,100.61,100.35,24100,24100,24100,24100,,,,,10.9,0,2.1,0.1,0,0,0,0,,7:49:00,1730116140,7.82,18:13:00,1730153580,18.22,10.4,2,2,12,12,8,8,,,,,,8,6.8,6.5,5,,,,
2024-10-27,12.7,7.07,6.05,-0.6,,,84,58.2,61.5,39,0.9,-1.2,-0.8,-2.6,23,12.29,11.5,0,40,27,103.05,102.83,102.83,102.61,100.89,100.69,100.68,100.47,24100,24100,24100,24100,,,,,11.9,0,1.1,0,0,0,0,0,,7:48:00,1730029680,7.8,18:14:00,1730067240,18.23,10.43,3,3,12,13,1,3,,,,,,8,5.2,4,0,,,,
2024-10-26,12.4,7.75,7.1,1.8,,,95,69.2,67.5,40,6.9,2.1,2.5,-1.9,39,21.83,25.5,12,61,30,102.94,102.46,102.42,101.89,100.8,100.33,100.29,99.78,24100,24100,24100,24100,,,,,10.9,0,2.1,0.1,0,0,0,0,,7:47:00,1729943220,7.78,18:16:00,1729980960,18.27,10.48,2,2,11,13,1,1,,,,,,7,2.9,3.5,0,,,,
2024-10-25,11.9,8.35,7.55,3.2,,,93,82.5,81.5,70,10.2,5.5,5.9,1.6,18,9.04,9,0,,,102.17,101.87,101.88,101.59,100.05,99.76,99.77,99.48,24100,24100,24100,24100,,,,,10.4,0,2.5,0.6,0,0.2,0.2,0,,7:45:00,1729856700,7.75,18:17:00,1729894620,18.28,10.53,2,2,12,15,5,7,,,,,,8,5.1,4,0,,,,
2024-10-24,11.9,8.19,7.55,3.2,,,90,67.6,68,46,3.5,2.4,1.9,0.3,17,8.46,8.5,0,,,102.23,102.11,102.05,101.86,100.12,100,99.94,99.77,24100,24100,24100,24100,,,,,10.4,0,2.5,0.6,0,0,0,0,,7:44:00,1729770240,7.73,18:19:00,1729808340,18.32,10.58,3,3,13,13,1,4,,,,,,6,2.5,3,0,,,,
2024-10-23,21.8,15.46,14.35,6.9,,,95,65.5,73,51,12.1,8.9,7.9,3.7,36,21.46,18,0,48,31,101.82,101.25,101.38,100.94,99.73,99.19,99.31,98.88,24100,23700,21700,19300,,,,,3.6,0,9.3,7.3,4.3,0,0,0,,7:43:00,1729683780,7.72,18:20:00,1729722000,18.33,10.62,3,3,21,21,6,7,,,,,,8,5.4,4.5,1,,,,
2024-10-22,23.4,17.75,16.95,10.5,26,,84,62.5,65,46,12.4,10.2,10.2,8,18,8.25,9,0,,,102.31,102.02,101.92,101.53,100.22,99.94,99.84,99.46,24100,24100,24100,24100,,,,,1.1,0,11.9,9.9,7,0,0,0,,7:41:00,1729597260,7.68,18:22:00,1729635720,18.37,10.68,4,4,23,24,15,16,,,,,,7,3.7,3.5,0,,,,
2024-10-21,26.1,18.85,19.2,12.3,28,,71,53.3,55,39,11.5,9,8.8,6,28,16.38,16.5,5,36,26,102.19,102.04,102.06,101.92,100.11,99.96,99.98,99.85,24100,24100,24100,24100,,,,,0,1.2,14.2,12.2,9.2,0,0,0,,7:40:00,1729510800,7.67,18:23:00,1729549380,18.38,10.72,3,4,25,25,11,13,,,,,,5,1.3,2.5,0,,,,
2024-10-20,23,15.13,13.9,4.8,,,90,58.7,61,32,8.2,6.3,6,3.8,31,16.12,15.5,0,44,25,102.79,102.44,102.44,102.08,100.68,100.34,100.34,100,24100,24100,24100,24100,,,,,4.1,0,8.9,6.9,3.9,0,0,0,,7:39:00,1729424340,7.65,18:25:00,1729463100,18.42,10.77,4,4,22,22,13,15,,,,,,2,0.7,1,0,,,,
2024-10-19,19.3,12.17,11.35,3.4,,,98,72.4,76,54,11.3,7.1,6.8,2.2,17,8.88,8.5,0,,,103.46,103.18,103.13,102.81,101.32,101.06,101.01,100.7,80500,25850,49900,19300,,,,,6.7,0,6.3,4.3,1.4,0,0,0,,7:38:00,1729337880,7.63,18:26:00,1729376760,18.43,10.8,4,4,20,20,8,9,,,,,,1,0.3,0.5,0,,,,
2024-10-18,18.5,10.92,10.1,1.7,,,93,67.5,67,41,7.6,4.6,4.5,1.4,16,7.58,8,0,,,103.41,103.24,103.13,102.85,101.27,101.1,101,100.73,24100,23700,21700,19300,,,,,7.9,0,5.1,3.1,0.1,0,0,0,,7:36:00,1729251360,7.6,18:28:00,1729290480,18.47,10.87,4,4,18,18,3,6,,,,,,1,0,0.5,0,,,,
2024-10-17,14.8,8.07,7.8,0.8,,,91,72.6,69,47,6.1,3.1,3.2,0.4,17,8.33,8.5,0,,,102.84,102.7,102.68,102.53,100.72,100.56,100.56,100.39,24100,24100,24100,24100,,,,,10.2,0,2.8,0.8,0,0,0,0,,7:35:00,1729164900,7.58,18:30:00,1729204200,18.5,10.92,4,4,15,15,4,4,,,,,,3,0.9,1.5,0,,,,
2024-10-16,10.8,6.55,6.35,1.9,,,94,74.2,73.5,53,3.2,2.1,2,0.9,28,16.79,17.5,7,40,32,102.48,102.18,102.09,101.69,100.34,100.05,99.96,99.58,24100,24100,24100,24100,,,,,11.7,0,1.4,0,0,0,0,0,,7:34:00,1729078440,7.57,18:31:00,1729117860,18.52,10.95,2,3,11,11,1,1,,,,,,7,2.7,3.5,0,,,,
2024-10-15,10.6,6.33,6.6,2.6,,,85,73.4,70,55,3.9,1.8,2,0,34,24.21,25.5,17,49,32,101.68,101.57,101.56,101.45,99.57,99.46,99.45,99.34,24100,23900,21700,19300,,,,,11.4,0,1.6,0,0,0,0,0,,7:33:00,1728991980,7.55,18:33:00,1729031580,18.55,11,3,3,9,10,3,3,,,,,,8,5.5,5,2,,,,
2024-10-14,10.4,7.39,7.4,4.4,,,81,62,64,47,2.8,0.4,0.8,-1.3,38,23.88,28,18,53,36,101.62,101.23,101.17,100.72,99.51,99.13,99.08,98.64,24100,24100,24100,24100,,,,,10.6,0,2.4,0.4,0,0,0,0,,7:31:00,1728905460,7.52,18:35:00,1728945300,18.58,11.07,3,3,10,10,3,3,,,,,,8,7.2,6.5,5,,,,
2024-10-13,13.1,9.5,9.8,6.5,,,86,72.1,71,56,7.7,4.7,4.3,1,26,14.04,13,0,36,5,101.48,101.06,101.16,100.83,99.39,98.97,99.06,98.74,24100,24100,24100,24100,,,,,8.2,0,4.8,2.8,0,0.6,0.6,0,,7:30:00,1728819000,7.5,18:36:00,1728858960,18.6,11.1,2,3,13,14,4,5,,,,,,8,6.9,4.5,1,,,,
2024-10-12,15.9,12.32,12.25,8.6,,,75,56.6,54.5,34,10.3,3.6,5,-0.2,32,16.25,17.5,3,49,34,102.01,101.71,101.62,101.23,99.92,99.62,99.54,99.17,24100,24100,24100,24100,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,7:29:00,1728732540,7.48,18:38:00,1728772680,18.63,11.15,4,4,16,16,8,8,,,,,,8,3.5,4,0,,,,
2024-10-11,22.3,13.83,13.1,3.9,,,95,68.3,69,43,10.9,7.5,7.4,3.9,35,18.58,21,7,49,29,102.17,101.64,101.64,101.11,100.06,99.54,99.54,99.03,24100,24100,24100,24100,,,,,4.9,0,8.1,6.1,3.1,0,0,0,,7:28:00,1728646080,7.47,18:40:00,1728686400,18.67,11.2,4,4,22,22,8,9,,,,,,7,2.4,3.5,0,,,,
2024-10-10,14.5,9.32,9.85,5.2,,,86,70.5,68.5,51,5.5,4.1,3.8,2.1,24,13.58,14.5,5,37,33,102.4,102.24,102.24,102.07,100.28,100.12,100.12,99.96,24100,24100,24100,24100,,,,,8.2,0,4.8,2.8,0,0,0,0,,7:27:00,1728559620,7.45,18:41:00,1728600060,18.68,11.23,3,4,15,15,3,3,,,,,,7,2.4,3.5,0,,,,
2024-10-09,14.2,8.33,8.79,3.4,,,98,76.8,75.5,53,7.8,4.2,5,2.3,44,19.25,24,4,55,34,102.05,101.54,101.7,101.35,99.94,99.44,99.6,99.25,24100,23900,21700,19300,,,,,9.2,0,3.8,1.8,0,1,1,0,,7:25:00,1728473100,7.42,18:43:00,1728513780,18.72,11.3,3,3,15,15,4,4,,,,,,7,3.5,3.5,0,,,,
2024-10-08,14.9,10.59,9.85,4.8,,,100,77,76.5,53,9.8,6.5,6.6,3.4,28,16.17,16.5,5,44,32,101.49,101.32,101.33,101.18,99.4,99.23,99.25,99.1,24100,22966.7,16900,9700,,,,,8.2,0,4.8,2.8,0,1.8,1.8,0,,7:24:00,1728386640,7.4,18:45:00,1728427500,18.75,11.35,3,4,14,16,6,6,,,,,,8,3.3,4,0,,,,
2024-10-07,16.8,13.29,13.05,9.3,,,82,62.1,63,44,9.7,6,6.2,2.8,34,22.21,21.5,9,46,30,101.47,101.32,101.26,101.04,99.38,99.25,99.18,98.98,24100,23900,21700,19300,,,,,5,0,8.1,6,3,1.1,1.1,0,,7:23:00,1728300180,7.38,18:46:00,1728341160,18.77,11.38,3,4,17,17,7,9,,,,,,8,4.9,4,0,,,,
2024-10-06,24.5,17.61,17.14,9.8,28,,87,66.2,65.5,44,16.6,10.9,11.4,6.2,32,18.25,17.5,3,48,28,102.03,101.13,101.29,100.56,99.94,99.06,99.23,98.51,24100,24100,24100,24100,,,,,0.9,0,12.1,10.1,7.1,0,0,0,,7:22:00,1728213720,7.37,18:48:00,1728254880,18.8,11.43,3,3,20,22,9,10,,,,,,8,4.2,4,0,,,,
2024-10-05,18.5,13.52,12.85,7.2,,,84,60.9,60.5,37,7.6,5.6,5.3,3,15,8.75,7.5,0,,,102.67,102.44,102.38,102.08,100.56,100.34,100.27,99.99,24100,24100,24100,24100,,,,,5.2,0,7.8,5.8,2.8,0,0,0,,7:21:00,1728127260,7.35,18:50:00,1728168600,18.83,11.48,4,4,18,19,9,9,,,,,,3,1.1,1.5,0,,,,
2024-10-04,21.4,15.47,15.75,10.1,,,99,75.8,70.5,42,16.3,10.9,12.1,7.9,18,8.5,9,0,,,102.43,102.25,102.25,102.07,100.34,100.16,100.16,99.99,24100,23700,21700,19300,,,,,2.2,0,10.8,8.8,5.8,0.6,0.6,0,,7:19:00,1728040740,7.32,18:52:00,1728082320,18.87,11.55,4,4,21,21,8,8,,,,,,8,3.6,4,0,,,,
2024-10-03,22.7,16.21,16.14,9.6,,,83,63.5,60.5,38,12.8,8.8,9.6,6.3,20,11.46,11.5,3,31,25,102.06,101.77,101.83,101.61,99.98,99.69,99.76,99.53,24100,24100,24100,24100,,,,,1.9,0,11.1,9.1,6.1,0,0,0,,7:18:00,1727954280,7.3,18:54:00,1727996040,18.9,11.6,4,4,23,23,12,12,,,,,,7,2.2,3.5,0,,,,
2024-10-02,18.6,14.3,14.45,10.3,,,100,69.6,71,42,12.1,8.2,8,3.9,28,13,16.5,5,35,35,101.65,101.56,101.53,101.4,99.57,99.48,99.45,99.33,24100,23766.7,20100,16100,,,,,3.5,0,9.4,7.5,4.5,0,0,0,,7:17:00,1727867820,7.28,18:55:00,1727909700,18.92,11.63,5,5,19,20,11,11,,,,,,8,4,4,0,,,,
2024-10-01,21.4,18.03,16.5,11.6,28,,100,95.5,90.5,81,19.7,17.3,16.4,13,36,10.58,18,0,56,34,101.62,101.44,101.43,101.23,99.55,99.38,99.36,99.17,24100,20900,16900,9700,,,,,1.5,0,11.5,9.5,6.5,9.9,9.9,0,,7:16:00,1727781360,7.27,18:57:00,1727823420,18.95,11.68,4,4,23,23,11,12,,,,,,8,7,6.5,5,,,,
2024-09-30,22.8,19.04,19.3,15.8,26,,100,83,80,60,17.6,15.8,15.6,13.5,21,10.92,12,3,33,7,101.89,101.74,101.76,101.64,99.82,99.68,99.69,99.57,24100,24100,24100,24100,,,,,0,1.3,14.3,12.3,9.3,0,0,0,,7:15:00,1727694900,7.25,18:59:00,1727737140,18.98,11.73,5,5,23,23,16,17,,,,,,7,3.2,3.5,0,,,,
2024-09-29,24.8,20.18,20.65,16.5,30,,100,84,81.5,63,18.6,17.3,17.3,16,15,10.21,9.5,4,,,101.74,101.57,101.58,101.42,99.67,99.5,99.51,99.36,24100,24100,24100,24100,,,,,0,2.6,15.7,13.7,10.7,0,0,0,,7:14:00,1727608440,7.23,19:01:00,1727650860,19.02,11.78,4,5,23,23,15,16,,,,,,8,5,4.5,1,,,,
2024-09-28,22.5,19.76,20.3,18.1,26,,100,72.2,81,62,18.2,14.6,14.8,11.4,22,15.88,15.5,9,34,7,101.48,101.36,101.38,101.27,99.42,99.3,99.32,99.22,24100,23766.7,20100,16100,,,,,0,2.3,15.3,13.3,10.3,1.5,1.5,0,,7:12:00,1727521920,7.2,19:03:00,1727564580,19.05,11.85,4,6,22,23,17,17,,,,,,8,7.5,7,6,,,,
2024-09-27,23.2,18.44,17.8,12.4,26,,91,66.3,69.5,48,13.2,11.7,11.4,9.7,19,11.38,11.5,4,,,101.83,101.62,101.62,101.4,99.76,99.55,99.55,99.33,24100,24100,24100,24100,,,,,0.2,0,12.8,10.8,7.8,0,0,0,,7:11:00,1727435460,7.18,19:04:00,1727478240,19.07,11.88,6,6,23,23,18,18,,,,,,8,3.9,4,0,,,,
2024-09-26,24.3,19.39,19.35,14.4,26,,100,70.3,70.5,41,17.8,13.1,13.3,8.8,22,10.71,14,6,31,35,101.79,101.64,101.58,101.38,99.72,99.57,99.52,99.32,24100,24100,24100,24100,,,,,0,1.4,14.3,12.3,9.3,0,0,0,,7:10:00,1727349000,7.17,19:06:00,1727391960,19.1,11.93,5,5,22,23,12,13,,,,,,8,4.3,4.5,1,,,,
2024-09-25,24.6,20.02,20.6,16.6,30,,100,92.2,86,72,20.1,18.6,18.5,16.9,24,15.25,16,8,41,19,101.4,101.18,101.24,101.07,99.34,99.12,99.17,99.01,72400,25579.2,44250,16100,,,,,0,2.6,15.6,13.6,10.6,2.6,2.6,0,,7:09:00,1727262540,7.15,19:08:00,1727305680,19.13,11.98,3,3,22,22,15,16,,,,,,8,6.9,6,4,,,,
2024-09-24,18.9,17.68,17.85,16.8,,,100,99.8,99,98,18.6,17.6,17.8,16.9,23,14.17,15,7,31,12,101.39,101.29,101.27,101.15,99.32,99.23,99.2,99.09,24100,12320.8,13650,3200,,,,,0.1,0,12.8,10.8,7.8,15.2,15.2,0,,7:08:00,1727176080,7.13,19:10:00,1727219400,19.17,12.03,2,2,19,20,17,18,,,,,,8,8,8,8,,,,
